,Age,LRDU Rate,pLocal,pRegional,pDistant,LocalU,RegionalU,DistantU,LRDU Rate Smoothed
58,58,12.669898,0.06416096978097499,0.30447987370771157,0.6313591565113135,0.8129129427060354,3.857728942929587,7.9992561143643774,12.621729560815673
59,59,14.173912999999999,0.07684170197928254,0.3080719366101846,0.6150863614105329,1.0891475986262784,4.366584827254271,8.71818057411945,14.076943631253448
60,60,15.671234,0.06788688363788441,0.2928452622621465,0.6392678540999691,1.0638712390200578,4.589246630701467,10.018116130278475,15.558324337603835
61,61,16.966049,0.06339600936643608,0.31570561167692246,0.6208983789566415,1.0755798013154136,5.356276877285639,10.53419232139895,17.05152209344128
62,62,18.829791,0.06383611175340712,0.3081947933526937,0.6279690948938993,1.2020206425692996,5.803243546119411,11.82452681131129,18.575268378403795
63,63,19.835593,0.07297538134753535,0.3094037259231418,0.617620892729323,1.4475099634295028,6.13720638009499,12.250876656475508,20.15011895143134
64,64,21.754101,0.06798868570528585,0.3178470205383158,0.6141642937563984,1.4790327356900446,6.914476187339596,13.360592076970358,21.84077896014332
65,65,23.517301000000003,0.07103525490045721,0.30561672496611836,0.6233480201334244,1.6705574711057776,7.187280511662421,14.659463017231804,23.634077898996814
66,66,25.527928000000003,0.06887417016054753,0.3147019706944481,0.6164238591450043,1.7582148569182061,8.033689249345983,15.736023893735814,25.461272784520226
67,67,28.008276000000002,0.07544303669352309,0.3131645477061052,0.6113924156003717,2.113029393990322,8.771199085567762,17.12404752044192,27.218825608909768
68,68,28.04471,0.08233730057405768,0.31580346520188,0.6018592342240623,2.309125716782281,8.856616598581816,16.8789676846359,28.870290818219676
69,69,30.801002999999998,0.07775211997583874,0.3076725677751893,0.614575312248972,2.394843280632169,9.476623683061309,18.929536036306523,30.550571141477135
70,70,32.533018,0.08435897777701605,0.31974359999771484,0.5958974222252692,2.744452142481263,10.402224294110457,19.386341563408283,32.23296637747605
71,71,33.567640999999995,0.08612191440931395,0.3221789783810319,0.5916991072096542,2.8909095051245774,10.814788284041237,19.86194321083418,33.924790484895766
72,72,35.28623,0.09207094462631463,0.30438185332157947,0.6035472020521059,3.2488365284014025,10.740488084131519,21.29690538746708,35.71146376982437
73,73,37.851081,0.09183414549366521,0.31747647672762097,0.5906893777787138,3.476021679646507,12.016827836211796,22.358231484141694,37.56742224642972
74,74,39.724847999999994,0.09423127460207469,0.3127120893162614,0.5930566360816639,3.743323060413677,12.422440215850905,23.559084723735413,39.34035722812088
75,75,40.606806,0.09950927048012104,0.31270446745343417,0.5877862620664448,4.040753641587802,12.697929645214915,23.868122713197284,40.95609517233092
76,76,42.780547,0.11023621989973349,0.32147706152636196,0.5682867185739046,4.715965786522884,13.752964540050419,24.311616673426695,42.44562915568974
77,77,42.867457,0.10168522395573554,0.31762353577249075,0.5806912402717737,4.358986965457863,13.615713261915209,24.892756772626928,43.79154167817478
78,78,45.79558,0.11237229805806316,0.32491486726659613,0.5627128346753407,5.1461545655018766,14.879664797096785,25.76976063740134,44.98115077738747
79,79,46.795325,0.12010676584905036,0.3199881371278833,0.5599050970230663,5.620435142605213,14.973948873043867,26.200940984350922,45.819846516230896
80,80,44.716480000000004,0.12727273114284077,0.3084175089112266,0.5643097599459326,5.6911885366942165,13.791345368878687,25.233946094427097,46.349384007325625
81,81,46.98055,0.123264477613168,0.3200135472197208,0.5567219751671111,5.79103295372932,15.034412455833454,26.155104590437222,46.83176401688959
82,82,48.69037,0.1410803164137998,0.32373845062734047,0.5351812329588598,6.869252805904986,15.76294494427194,26.058172249823077,47.14274791382481
83,83,45.838150999999996,0.13658535577759906,0.31544716398782313,0.5479674802345779,6.260820162522307,14.459514735395597,25.117816102082095,47.19451578212553
84,84,47.501965000000006,0.14982579157370646,0.3135888420240673,0.5365853664022262,7.1170195074314995,14.896086198217775,25.48885929435073,47.255169816192094
