,0,1,2,3,4,5,6,7,8
0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,99925.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,74.8
2,99841.34277307101,0.018370480107859872,0.0013713707452940873,0.0,0.00024227814684604258,0.0,0.0,0.0,158.63724280000002
3,99749.77827761382,0.025352790250923563,0.0031896317722614883,0.00032887419418393927,0.0006328320291541526,0.0003949311736532916,0.0,5.087841083766894e-05,250.19177244835242
4,99652.41251903704,0.031155093565523692,0.005025010267294507,0.000929306906963025,0.0011041193748010435,0.0011784699731597268,0.00018568435303724227,0.0003180497360021601,347.5475852287855
5,99550.75709302639,0.03595633714747601,0.006695847461604105,0.0016806377617040054,0.001608540109862275,0.0022225692728938865,0.000613237664911917,0.0010434367721033075,449.1930863674414
6,99445.52198770335,0.03990965727124905,0.00814096156985585,0.0024855774136316637,0.00211339007011779,0.003390534781680902,0.0012404807448333202,0.0024435225804142653,554.4182881722384
7,99336.42030553064,0.043145452485863704,0.009354824404834356,0.003281722549648782,0.0025969692289349853,0.004574681438827536,0.001991833008885696,0.004660356693327168,663.5100886295692
8,99223.26618916063,0.04577470369759683,0.010355508205003807,0.004033723566855465,0.0030456313021146727,0.005702480697009929,0.0027964330419766106,0.007757028425047725,776.6543453304738
9,99105.1805800689,0.04789132753975982,0.011169198768188466,0.004723552286367968,0.0034515218753083687,0.0067313221308548145,0.0036019089057706174,0.011733670956463488,894.7301174286667
10,98981.48740418693,0.04957474763914322,0.011823335269782076,0.005344050236030703,0.0038109137007731673,0.00764065963015218,0.004374413615465088,0.01654809452765419,1018.4134795984944
11,98851.91073902613,0.050891950276812564,0.012343716204262889,0.005895262582706672,0.004122960759219476,0.00842485214870937,0.005094122231707937,0.02213341748680084,1147.9803546922444
12,98716.31851405045,0.10826939412263346,0.012753279459886713,0.006381528082795659,0.004388753757272382,0.009087596515456377,0.005751366541522311,0.028410750092652086,1283.5064432810461
13,98574.35957818123,0.2915310463969502,0.021655543496290813,0.0068095765958238125,0.005859458795868546,0.009637880930100965,0.006343227488664324,0.03529785446769561,1425.2632872306576
14,98426.1237186894,0.6141465550666493,0.05350353111106222,0.00987765869866374,0.011022636237235794,0.0125437358453388,0.006871006584608744,0.042976834075394495,1573.12533935303
15,98271.598281037,1.0912373642801303,0.1165654489777061,0.02160293877288026,0.022059523516276547,0.023553553482672792,0.008804066342661008,0.05299196116493357,1727.0649041065135
16,98109.98107865408,1.7390148912836236,0.21679690317648626,0.04786643940042766,0.04093464977398045,0.04878557873729203,0.016148952605991456,0.0700347024587909,1887.8393392285468
17,97940.96239208725,2.5743124453792987,0.3594746922049101,0.09393538521363547,0.06945394385200014,0.09391950183672561,0.03409310258238017,0.10329255198500181,2055.709126289751
18,97764.91722106682,3.614169004263829,0.5498621601979874,0.16473363593778778,0.10930102619993265,0.16412885213109824,0.06805863302659447,0.16685706210959864,2230.245668559375
19,97582.41054797216,4.8754197345766315,0.793462635004855,0.26518318815014685,0.16205789048611574,0.26422230806852715,0.12336624319846405,0.27964340384945513,2410.8260966245525
20,97393.41512640455,6.37384777006282,1.0960543299137209,0.4004528304312199,0.22921383027972148,0.39880280270686136,0.20524531530408502,0.4651942671940707,2597.416062449618
21,97196.63560848901,8.12344577231771,1.463535951453104,0.5760860578080838,0.31215595737908575,0.572373163861007,0.3189710773478421,0.7515447821251875,2791.2462787487516
22,96990.20187494752,10.13627590507217,1.9017631415465048,0.7980130920084473,0.4121506470666147,0.7893554247838546,0.4699976034483647,1.1711899475614589,2994.1193792910426
23,96772.0643718638,12.422375251317339,2.4164605209926813,1.0724979366252532,0.530330616859203,1.0540508248767337,0.664028170122585,1.761121229596141,3208.0147635858716
24,96540.19192106031,14.98963195353553,3.013148065402359,1.4060756951129196,0.6676876390112009,1.3705830765703626,0.9070215736089867,2.5628820246559556,3434.8910489118643
25,96292.86553980624,17.842688209976217,3.6966210593482742,1.8054835792677117,0.8250702051775197,1.7428504869634869,1.2051645608168082,3.6226054616867245,3676.3939766305925
26,96028.10151978015,20.982441217193628,4.470085255663534,2.2773947180563288,1.003159207676928,2.174348340095669,1.5648176233305109,4.991021650749993,3934.4352122071673
27,95744.04252204153,24.40724213969032,5.33482184448773,2.8279266707531887,1.2024498075251513,2.667822142225976,1.992360089837746,6.723372331659931,4210.801482932358
28,95438.95990323758,28.11411364329428,6.290106665735003,3.4622065847002244,1.423264501596326,3.224955861861477,2.4938621106130734,8.879126364515917,4507.152461030171
29,95110.77904634472,32.09961490001263,7.333236498137432,4.184034879319971,1.665784110223103,3.846146915862339,3.0746966758168637,11.521427958190586,4825.496011717798
30,94756.42755945731,36.35655182332567,8.460296182660047,4.995630618065367,1.9300776155999442,4.530402734276728,3.7391478627472416,14.716280910639064,5168.844052795447
31,94374.0429982414,40.87191372373173,9.66634980028015,5.897872687055427,2.216109080552854,5.2756437049174965,4.490171438537953,18.53150807094276,5539.007433252659
32,93960.3159586768,45.62766505916041,10.944195064930364,6.890224572445705,2.523626959870465,6.078766854805487,5.329284035946342,23.035695556799784,5939.25458321933
