,0,1,2,3,4,5,6,7,8
0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020295519774801107
5,100000.0,0.5361430017958813,0.0,0.0,0.0,0.0,0.0,0.0,0.1291943878323955
6,99999.58326697753,1.6222020616333623,0.022962032374805333,0.0,0.009244840988143556,0.0,0.0,0.0,0.3267336995190444
7,99998.70541959269,3.073339169323053,0.10707052479234408,0.0008719527477921767,0.03609039732063708,0.000175552109114875,0.0,0.0019414166075101466,0.6129749388509056
8,99997.3639114911,4.766851508174097,0.27449910271312833,0.006064004434047272,0.08466039732943267,0.0012338492488893234,1.4037540481261164e-05,0.00958008776194299,0.9880033718218114
9,99995.55547690832,6.621526257758031,0.5373168522815287,0.021867909951407333,0.15642427112376003,0.004476885136947525,0.00012802171785508378,0.027785298715986853,1.4519270372123847
10,99993.27623308124,8.583606530635201,0.9018857584872035,0.05706199294371099,0.25123442743793506,0.011728413239297616,0.0005868170786042343,0.06222054745746616,2.004858942842961
11,99990.52178269674,10.617411194413975,1.371419497256408,0.12239295386316935,0.36799889073298014,0.02522549091457823,0.0018870306913705164,0.11926084626009584,2.6468993441914974
12,99987.28721859385,12.69929163589683,1.9474676166762177,0.2300827350782979,0.5051117676698966,0.04751536176901947,0.004859806268335641,0.20606079557066354,3.3781349491636266
13,99983.5671240598,14.81360864413146,2.6307742718090004,0.39342608658125594,0.6607274348656488,0.08137194694835172,0.010736655834381655,0.3307193929169763,4.198638923609253
14,99979.35557712507,16.950049347839983,3.4217537590931144,0.6264900422345246,0.8329317312762722,0.12973432695925433,0.021197378851282794,0.5025069441183929,5.108470335904861
15,99974.64624200099,19.101832324681112,4.320665351982613,0.9438934007722102,1.0198460897756476,0.19566294033885767,0.03840189926467097,0.732130968278198,6.107660807718917
16,99969.43246053245,21.264512809451777,5.327686053752746,1.3606343100904832,1.2196877860752484,0.2823066809357653,0.06500850078822738,1.032024996478631,7.196201173749042
